🇨🇳｜央视频道,#genre#
4K超清[超清],http://vault.iamued.com:4022/rtp/239.3.1.249:8001
淘电影HD,http://vault.iamued.com:4022/rtp/239.3.1.250:8001
每日影院HD,http://vault.iamued.com:4022/rtp/239.3.1.111:8001
星影,http://vault.iamued.com:4022/rtp/239.3.1.94:4120
动作影院,http://vault.iamued.com:4022/rtp/239.3.1.92:4120
光影,http://vault.iamued.com:4022/rtp/239.3.1.84:4120
喜剧影院,http://vault.iamued.com:4022/rtp/239.3.1.91:4120
家庭影院,http://vault.iamued.com:4022/rtp/239.3.1.93:4120
精选,http://vault.iamued.com:4022/rtp/239.3.1.74:4120
经典电影,http://vault.iamued.com:4022/rtp/239.3.1.195:9024
纪实人文HD,http://vault.iamued.com:4022/rtp/239.3.1.212:8060
金鹰纪实HD,http://vault.iamued.com:4022/rtp/239.3.1.58:8156
风尚生活HD,http://vault.iamued.com:4022/rtp/239.3.1.114:8001
地理,http://vault.iamued.com:4022/rtp/239.3.1.71:4120
淘剧场HD,http://vault.iamued.com:4022/rtp/239.3.1.95:8001
幸福剧场HD,http://vault.iamued.com:4022/rtp/239.3.1.112:8001
淘娱乐HD,http://vault.iamued.com:4022/rtp/239.3.1.100:8001
幸福娱乐HD,http://vault.iamued.com:4022/rtp/239.3.1.113:8001
淘BabyHD,http://vault.iamued.com:4022/rtp/239.3.1.238:8001
萌宠TVHD,http://vault.iamued.com:4022/rtp/239.3.1.102:8001
湖南卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.132:8012
东方卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.136:8032
浙江卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.137:8036
江苏卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.135:8028
深圳卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.134:8020
广东卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.142:8048
安徽卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.211:8064
天津卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.141:1234
重庆卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.122:8160
山东卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.209:8052
黑龙江卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.133:8016
河北卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.148:8072
辽宁卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.210:8056
湖北卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.138:8044
吉林卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.240:8172
贵州卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.149:8076
东南卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.156:8148
江西卫视HD,http://vault.iamued.com:4022/rtp/239.3.1.123:8164
海南卫视,http://vault.iamued.com:4022/rtp/239.3.1.45:8304
云南卫视,http://vault.iamued.com:4022/rtp/239.3.1.26:8108
兵团卫视,http://vault.iamued.com:4022/rtp/239.3.1.144:4120
厦门卫视,http://vault.iamued.com:4022/rtp/239.3.1.143:4120
四川卫视,http://vault.iamued.com:4022/rtp/239.3.1.29:8288
南方卫视,http://vault.iamued.com:4022/rtp/239.3.1.161:8001
宁夏卫视,http://vault.iamued.com:4022/rtp/239.3.1.46:8124
山西卫视,http://vault.iamued.com:4022/rtp/239.3.1.42:8172
广西卫视,http://vault.iamued.com:4022/rtp/239.3.1.39:8300
新疆卫视,http://vault.iamued.com:4022/rtp/239.3.1.48:8160
河南卫视,http://vault.iamued.com:4022/rtp/239.3.1.27:8128
甘肃卫视,http://vault.iamued.com:4022/rtp/239.3.1.49:8188
西藏卫视,http://vault.iamued.com:4022/rtp/239.3.1.47:8164
三沙卫视,http://vault.iamued.com:4022/rtp/239.3.1.155:4120
陕西卫视,http://vault.iamued.com:4022/rtp/239.3.1.41:8140
青海卫视,http://vault.iamued.com:4022/rtp/239.3.1.44:8184
内蒙古卫视,http://vault.iamued.com:4022/rtp/239.3.1.43:8176
中国交通HD,http://vault.iamued.com:4022/rtp/239.3.1.188:8001
朝阳融媒HD,http://vault.iamued.com:4022/rtp/239.3.1.163:8001
通州融媒HD,http://vault.iamued.com:4022/rtp/239.3.1.221:8001
密云电视台HD,http://vault.iamued.com:4022/rtp/239.3.1.154:8001
延庆电视台,http://vault.iamued.com:4022/rtp/239.3.1.187:8001
房山电视台,http://vault.iamued.com:4022/rtp/239.3.1.96:8001
CCTV-4中文国际欧洲HD,http://vault.iamued.com:4022/rtp/239.3.1.213:4220
CCTV-4中文国际美洲HD,http://vault.iamued.com:4022/rtp/239.3.1.214:4220
CGTN新闻HD,http://vault.iamued.com:4022/rtp/239.3.1.215:4220
CGTN记录HD,http://vault.iamued.com:4022/rtp/239.3.1.216:4220
CGTN西班牙语HD,http://vault.iamued.com:4022/rtp/239.3.1.217:4220
CGTN法语HD,http://vault.iamued.com:4022/rtp/239.3.1.218:4220
CGTN阿拉伯语HD,http://vault.iamued.com:4022/rtp/239.3.1.219:4220
CGTN俄语HD,http://vault.iamued.com:4022/rtp/239.3.1.220:4220
睛彩竞技HD,http://vault.iamued.com:4022/rtp/239.3.1.125:8001
睛彩篮球HD,http://vault.iamued.com:4022/rtp/239.3.1.126:8001
睛彩羽毛球HD,http://vault.iamued.com:4022/rtp/239.3.1.127:8001
睛彩广场舞HD,http://vault.iamued.com:4022/rtp/239.3.1.128:8001
茶频道HD,http://vault.iamued.com:4022/rtp/239.3.1.165:8001
体育赛事HD,http://vault.iamued.com:4022/rtp/239.3.1.157:8176
淘精彩HD,http://vault.iamued.com:4022/rtp/239.3.1.178:8001
快乐垂钓HD,http://vault.iamued.com:4022/rtp/239.3.1.164:8001
大健康HD,http://vault.iamued.com:4022/rtp/239.3.1.251:8001
CETV1HD,http://vault.iamued.com:4022/rtp/239.3.1.57:8152
CETV2,http://vault.iamued.com:4022/rtp/239.3.1.54:4120
CETV3,http://vault.iamued.com:4022/rtp/239.3.1.55:4120
CETV4,http://vault.iamued.com:4022/rtp/239.3.1.56:4120
少儿动画,http://vault.iamued.com:4022/rtp/239.3.1.199:9000
热播剧场,http://vault.iamued.com:4022/rtp/239.3.1.194:9020
解密,http://vault.iamued.com:4022/rtp/239.3.1.75:4120
军事,http://vault.iamued.com:4022/rtp/239.3.1.76:4120
军旅剧场,http://vault.iamued.com:4022/rtp/239.3.1.68:4120
动画,http://vault.iamued.com:4022/rtp/239.3.1.80:4120
古装剧场,http://vault.iamued.com:4022/rtp/239.3.1.69:4120
台球,http://vault.iamued.com:4022/rtp/239.3.1.85:4120
嘉佳卡通,http://vault.iamued.com:4022/rtp/239.3.1.147:9268
国学,http://vault.iamued.com:4022/rtp/239.3.1.77:4120
城市剧场,http://vault.iamued.com:4022/rtp/239.3.1.67:4120
墨宝,http://vault.iamued.com:4022/rtp/239.3.1.83:4120
好学生,http://vault.iamued.com:4022/rtp/239.3.1.81:4120
山东教育,http://vault.iamued.com:4022/rtp/239.3.1.52:4120
戏曲,http://vault.iamued.com:4022/rtp/239.3.1.78:4120
收视指南,http://vault.iamued.com:4022/rtp/239.3.1.193:8012
早教,http://vault.iamued.com:4022/rtp/239.3.1.79:4120
武侠剧场,http://vault.iamued.com:4022/rtp/239.3.1.90:4120
武术,http://vault.iamued.com:4022/rtp/239.3.1.87:4120
爱生活,http://vault.iamued.com:4022/rtp/239.3.1.86:4120
美人,http://vault.iamued.com:4022/rtp/239.3.1.73:4120
美妆,http://vault.iamued.com:4022/rtp/239.3.1.72:4120
财富天下,http://vault.iamued.com:4022/rtp/239.3.1.53:9136
足球,http://vault.iamued.com:4022/rtp/239.3.1.89:4120
金鹰卡通,http://vault.iamued.com:4022/rtp/239.3.1.51:9252
鉴赏,http://vault.iamued.com:4022/rtp/239.3.1.82:4120
音乐现场,http://vault.iamued.com:4022/rtp/239.3.1.70:4120
高网,http://vault.iamued.com:4022/rtp/239.3.1.88:4120
魅力时尚,http://vault.iamued.com:4022/rtp/239.3.1.196:9012

陕西电信,#genre#
CCTV-01陕西,http://117.32.85.85:8025/rtp/239.112.205.59:5140
CCTV-02陕西,http://117.32.85.85:8025/rtp/239.112.205.78:5140
CCTV-03陕西,http://117.32.85.85:8025/rtp/239.112.205.221:5140
CCTV-04陕西,http://117.32.85.85:8025/rtp/239.112.205.202:5140
CCTV-05陕西,http://117.32.85.85:8025/rtp/239.112.205.222:5140
CCTV-5+陕西,http://117.32.85.85:8025/rtp/239.111.205.13:5140
CCTV-06陕西,http://117.32.85.85:8025/rtp/239.112.205.223:5140
CCTV-07陕西,http://117.32.85.85:8025/rtp/239.112.205.83:5140
CCTV-08陕西,http://117.32.85.85:8025/rtp/239.112.205.224:5140
CCTV-09陕西,http://117.32.85.85:8025/rtp/239.112.205.85:5140
CCTV-10陕西,http://117.32.85.85:8025/rtp/239.112.205.86:5140
CCTV-11陕西,http://117.32.85.85:8025/rtp/239.112.205.213:5140
CCTV-12陕西,http://117.32.85.85:8025/rtp/239.112.205.88:5140
CCTV-14陕西,http://117.32.85.85:8025/rtp/239.112.205.91:5140
CCTV-15陕西,http://117.32.85.85:8025/rtp/239.112.205.214:5140
CCTV-16陕西,http://117.32.85.85:8025/rtp/239.111.205.134:5140
CCTV-17陕西,http://117.32.85.85:8025/rtp/239.112.205.211:5140
CGTN-英陕西,http://117.32.85.85:8025/rtp/239.111.205.32:5140
CGTN-法陕西,http://117.32.85.85:8025/rtp/239.111.205.33:5140
CGTN-西陕西,http://117.32.85.85:8025/rtp/239.111.205.34:5140
陕视直播陕西,http://117.32.85.85:8025/rtp/239.112.205.217:5140
陕西卫视陕西,http://117.32.85.85:8025/rtp/239.111.205.35:5140
农林卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.27:5140
新闻资讯陕西,http://117.32.85.85:8025/rtp/239.111.205.28:5140
都市青春陕西,http://117.32.85.85:8025/rtp/239.111.205.42:5140
生活频道陕西,http://117.32.85.85:8025/rtp/239.112.205.20:5140
影视频道陕西,http://117.32.85.85:8025/rtp/239.112.205.21:5140
公共频道陕西,http://117.32.85.85:8025/rtp/239.112.205.22:5140
体育休闲陕西,http://117.32.85.85:8025/rtp/239.111.205.36:5140
西部电影陕西,http://117.32.85.85:8025/rtp/239.111.205.41:5140
乐家购物陕西,http://117.32.85.85:8025/rtp/239.112.205.23:5140
新闻综合陕西,http://117.32.85.85:8025/rtp/239.111.205.242:5140
都市频道陕西,http://117.32.85.85:8025/rtp/239.111.205.243:5140
商务资讯陕西,http://117.32.85.85:8025/rtp/239.112.205.174:5140
影视频道陕西,http://117.32.85.85:8025/rtp/239.112.205.175:5140
丝路频道陕西,http://117.32.85.85:8025/rtp/239.112.205.176:5140
西安教育陕西,http://117.32.85.85:8025/rtp/239.112.205.142:5140
圆点导视陕西,http://117.32.85.85:8025/rtp/239.112.205.237:5140
圆点生活陕西,http://117.32.85.85:8025/rtp/239.111.205.15:5140
圆点影视陕西,http://117.32.85.85:8025/rtp/239.111.205.64:5140
悦美生活陕西,http://117.32.85.85:8025/rtp/239.111.205.30:5140
曲艺大观陕西,http://117.32.85.85:8025/rtp/239.111.205.31:5140
睛彩三秦陕西,http://117.32.85.85:8025/rtp/239.112.205.26:5140
家有购物陕西,http://117.32.85.85:8025/rtp/239.112.205.155:5140
好享购物陕西,http://117.32.85.85:8025/rtp/239.112.205.156:5140
风尚购物陕西,http://117.32.85.85:8025/rtp/239.112.205.212:5140
生态环境陕西,http://117.32.85.85:8025/rtp/239.111.205.60:5140
环球旅游陕西,http://117.32.85.85:8025/rtp/239.111.205.61:5140
优优宝贝陕西,http://117.32.85.85:8025/rtp/239.111.205.62:5140
车迷频道陕西,http://117.32.85.85:8025/rtp/239.111.205.63:5140
纪实频道陕西,http://117.32.85.85:8025/rtp/239.111.205.3:5140
纪实人文陕西,http://117.32.85.85:8025/rtp/239.112.205.204:5140
都市剧场陕西,http://117.32.85.85:8025/rtp/239.111.205.2:5140
欢笑剧场陕西,http://117.32.85.85:8025/rtp/239.112.205.236:5140
游戏风云陕西,http://117.32.85.85:8025/rtp/239.111.205.4:5140
家庭影院陕西,http://117.32.85.85:8025/rtp/239.112.205.205:5140
影迷电影陕西,http://117.32.85.85:8025/rtp/239.112.205.206:5140
动作电影陕西,http://117.32.85.85:8025/rtp/239.112.205.207:5140
第一剧场陕西,http://117.32.85.85:8025/rtp/239.111.205.65:5140
风云剧场陕西,http://117.32.85.85:8025/rtp/239.111.205.66:5140
怀旧剧场陕西,http://117.32.85.85:8025/rtp/239.111.205.67:5140
风云足球陕西,http://117.32.85.85:8025/rtp/239.111.205.68:5140
风云音乐陕西,http://117.32.85.85:8025/rtp/239.111.205.69:5140
央视台球陕西,http://117.32.85.85:8025/rtp/239.111.205.70:5140
世界地理陕西,http://117.32.85.85:8025/rtp/239.111.205.71:5140
女性时尚陕西,http://117.32.85.85:8025/rtp/239.111.205.72:5140
高尔网球陕西,http://117.32.85.85:8025/rtp/239.111.205.73:5140
兵器科技陕西,http://117.32.85.85:8025/rtp/239.111.205.74:5140
文化精品陕西,http://117.32.85.85:8025/rtp/239.111.205.75:5140
CETV-01陕西,http://117.32.85.85:8025/rtp/239.109.205.47:8312
CETV-02陕西,http://117.32.85.85:8025/rtp/239.109.205.48:8320
CETV-04陕西,http://117.32.85.85:8025/rtp/239.109.205.49:8328
CETV-01陕西,http://117.32.85.85:8025/rtp/239.112.205.137:5140
CETV-04陕西,http://117.32.85.85:8025/rtp/239.111.205.169:5140
东方卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.61:5140
湖南卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.62:5140
金鹰纪实陕西,http://117.32.85.85:8025/rtp/239.112.205.203:5140
金鹰卡通陕西,http://117.32.85.85:8025/rtp/239.112.205.136:5140
江苏卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.63:5140
优漫卡通陕西,http://117.32.85.85:8025/rtp/239.112.205.185:5140
浙江卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.64:5140
北京卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.65:5140
卡酷动画陕西,http://117.32.85.85:8025/rtp/239.112.205.138:5140
广东卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.66:5140
嘉佳卡通陕西,http://117.32.85.85:8025/rtp/239.112.205.135:5140
深圳卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.67:5140
黑龙江视陕西,http://117.32.85.85:8025/rtp/239.112.205.68:5140
湖北卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.69:5140
山东卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.70:5140
山东教育陕西,http://117.32.85.85:8025/rtp/239.109.205.91:8664
四川卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.184:5140
安徽卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.72:5140
重庆卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.179:5140
天津卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.74:5140
东南卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.182:5140
厦门卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.60:5140
河南卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.180:5140
江西卫视陕西,http://117.32.85.85:8025/rtp/239.111.205.16:5140
吉林卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.183:5140
贵州卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.178:5140
辽宁卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.73:5140
河北卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.200:5140
云南卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.58:5140
山西卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.46:5140
甘肃卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.48:5140
宁夏卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.49:5140
海南卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.50:5140
广西卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.51:5140
青海卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.53:5140
西藏卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.54:5140
内蒙古视陕西,http://117.32.85.85:8025/rtp/239.112.205.55:5140
新疆卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.56:5140
兵团卫视陕西,http://117.32.85.85:8025/rtp/239.112.205.198:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.20:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.21:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.22:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.23:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.25:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.43:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.47:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.49:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.202:5140
百事直播陕西,http://117.32.85.85:8025/rtp/239.111.205.203:5140
浙江电信,#genre#
CCTV-01浙江,http://125.121.239.195:4022/rtp/233.50.201.118:5140
CCTV-02浙江,http://125.121.239.195:4022/rtp/233.50.201.119:5140
CCTV-03浙江,http://125.121.239.195:4022/rtp/233.50.201.196:5140
CCTV-04浙江,http://125.121.239.195:4022/rtp/233.50.201.4:5140
CCTV-05浙江,http://125.121.239.195:4022/rtp/233.50.201.197:5140
CCTV-5+浙江,http://125.121.239.195:4022/rtp/233.50.201.220:5140
CCTV-06浙江,http://125.121.239.195:4022/rtp/233.50.201.198:5140
CCTV-07浙江,http://125.121.239.195:4022/rtp/233.50.201.120:5140
CCTV-08浙江,http://125.121.239.195:4022/rtp/233.50.201.199:5140
CCTV-09浙江,http://125.121.239.195:4022/rtp/233.50.201.121:5140
CCTV-10浙江,http://125.121.239.195:4022/rtp/233.50.201.122:5140
CCTV-11浙江,http://125.121.239.195:4022/rtp/233.50.201.11:5140
CCTV-12浙江,http://125.121.239.195:4022/rtp/233.50.201.123:5140
CCTV-13浙江,http://125.121.239.195:4022/rtp/233.50.201.246:5140
CCTV-14浙江,http://125.121.239.195:4022/rtp/233.50.201.124:5140
CCTV-15浙江,http://125.121.239.195:4022/rtp/233.50.201.15:5140
CCTV-16浙江,http://125.121.239.195:4022/rtp/233.50.201.192:5140
CCTV-4k浙江,http://125.121.239.195:4022/rtp/233.50.201.63:5140
CCTV-17浙江,http://125.121.239.195:4022/rtp/233.50.201.35:5140
凤凰中文浙江,http://125.121.239.195:4022/rtp/233.50.200.191:5140
凤凰资讯浙江,http://125.121.239.195:4022/rtp/233.50.200.192:5140
浙江卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.100:5140
深圳卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.101:5140
广东卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.102:5140
湖南卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.103:5140
天津卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.104:5140
山东卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.105:5140
江苏卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.106:5140
北京卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.107:5140
四川卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.139:5140
河北卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.140:5140
辽宁卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.141:5140
贵州卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.142:5140
重庆卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.143:5140
河南卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.144:5140
江西卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.145:5140
东南卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.146:5140
安徽卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.113:5140
湖北卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.114:5140
黑龙江卫浙江,http://125.121.239.195:4022/rtp/233.50.201.115:5140
东方卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.125:5140
内蒙古卫浙江,http://125.121.239.195:4022/rtp/233.50.201.148:5140
甘肃卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.149:5140
海南卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.55:5140
青海卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.65:5140
西藏卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.70:5140
陕西卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.59:5140
兵团卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.72:5140
山西卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.51:5140
宁夏卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.57:5140
广西卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.49:5140
云南卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.46:5140
吉林卫视浙江,http://125.121.239.195:4022/rtp/233.50.201.48:5140
CETV-01浙江,http://125.121.239.195:4022/rtp/233.50.201.75:5140
CETV-04浙江,http://125.121.239.195:4022/rtp/233.50.201.172:5140
CGTN-英浙江,http://125.121.239.195:4022/rtp/233.50.201.126:5140
CGTN-西浙江,http://125.121.239.195:4022/rtp/233.50.201.36:5140
CGTN-法浙江,http://125.121.239.195:4022/rtp/233.50.201.37:5140
CGTN-阿浙江,http://125.121.239.195:4022/rtp/233.50.201.38:5140
CGTN-俄浙江,http://125.121.239.195:4022/rtp/233.50.201.39:5140
经济生活浙江,http://125.121.239.195:4022/rtp/233.50.201.133:5140
教育频道浙江,http://125.121.239.195:4022/rtp/233.50.201.134:5140
民生频道浙江,http://125.121.239.195:4022/rtp/233.50.201.136:5140
新闻频道浙江,http://125.121.239.195:4022/rtp/233.50.201.137:5140
少儿频道浙江,http://125.121.239.195:4022/rtp/233.50.201.138:5140
钱江频道浙江,http://125.121.239.195:4022/rtp/233.50.201.132:5140
杭州综合浙江,http://125.121.239.195:4022/rtp/233.50.201.173:5140
杭州明珠浙江,http://125.121.239.195:4022/rtp/233.50.201.174:5140
杭州生活浙江,http://125.121.239.195:4022/rtp/233.50.201.175:5140
杭州影视浙江,http://125.121.239.195:4022/rtp/233.50.201.176:5140
杭州青少浙江,http://125.121.239.195:4022/rtp/233.50.201.177:5140
杭州导视浙江,http://125.121.239.195:4022//rtp/233.50.201.182:5140
极速汽车浙江,http://125.121.239.195:4022/rtp/233.50.201.208:5140
宁波TV-1浙江,http://125.121.239.195:4022/rtp/233.50.201.168:5140
宁波TV-2浙江,http://125.121.239.195:4022/rtp/233.50.201.178:5140
宁波TV-3浙江,http://125.121.239.195:4022/rtp/233.50.201.179:5140
宁波TV-4浙江,http://125.121.239.195:4022/rtp/233.50.201.180:5140
宁波TV-5浙江,http://125.121.239.195:4022/rtp/233.50.201.181:5140
温州新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.87:5140
衢州新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.155:5140
绍兴新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.156:5140
台州频道浙江,http://125.121.239.195:4022/rtp/233.50.201.157:5140
湖州公共浙江,http://125.121.239.195:4022/rtp/233.50.201.158:5140
金华新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.161:5140
丽水新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.162:5140
嘉兴新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.163:5140
桐乡新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.169:5140
杭州导视浙江,http://125.121.239.195:4022/rtp/233.50.201.182:5140
之江记录浙江,http://125.121.239.195:4022/rtp/233.50.202.25:5140
优优宝贝浙江,http://125.121.239.195:4022/rtp/233.50.202.24:5140
YMG新闻浙江,http://125.121.239.195:4022//rtp/233.50.201.159:5140
法制天地浙江,http://125.121.239.195:4022/rtp/233.50.201.191:5140
金鹰卡通浙江,http://125.121.239.195:4022/rtp/233.50.201.73:5140
哈哈炫动浙江,http://125.121.239.195:4022/rtp/233.50.201.74:5140
动漫秀场浙江,http://125.121.239.195:4022/rtp/233.50.201.184:5140
游戏风云浙江,http://125.121.239.195:4022/rtp/233.50.201.183:5140
乐游频道浙江,http://125.121.239.195:4022/rtp/233.50.201.185:5140
金色学堂浙江,http://125.121.239.195:4022/rtp/233.50.201.186:5140
生活时尚浙江,http://125.121.239.195:4022/rtp/233.50.201.187:5140
茶频道综浙江,http://125.121.239.195:4022/rtp/233.50.201.188:5140
快乐垂钓浙江,http://125.121.239.195:4022/rtp/233.50.201.109:5140
BES_TV_浙江,http://125.121.239.195:4022/rtp/233.50.201.201:5140
中国蓝播浙江,http://125.121.239.195:4022/rtp/233.50.201.193:5140
新视觉hd浙江,http://125.121.239.195:4022/rtp/233.50.201.244:5140
欢笑剧场浙江,http://125.121.239.195:4022/rtp/233.50.201.189:5140
都市剧场浙江,http://125.121.239.195:4022/rtp/233.50.201.190:5140
电视购物浙江,http://125.121.239.195:4022/rtp/233.50.201.248:5140
家有购物浙江,http://125.121.239.195:4022/rtp/233.50.201.90:5140
游戏频道浙江,http://125.121.239.195:4022/rtp/233.50.201.207:5140
游戏频道浙江,http://125.121.239.195:4022/rtp/233.50.201.215:5140
未知频道浙江,http://125.121.239.195:4022/rtp/233.50.201.224:5140
中国蓝播浙江,http://125.121.239.195:4022/rtp/233.50.201.108:5140
浙江之声浙江,http://125.121.239.195:4022/rtp/233.50.201.79:5140
浙江新闻浙江,http://125.121.239.195:4022/rtp/233.50.201.80:5140
经济频道浙江,http://125.121.239.195:4022/rtp/233.50.201.81:5140
音乐调频浙江,http://125.121.239.195:4022/rtp/233.50.201.82:5140
交通之声浙江,http://125.121.239.195:4022/rtp/233.50.201.83:5140
旅游之声浙江,http://125.121.239.195:4022/rtp/233.50.201.84:5140
城市之声浙江,http://125.121.239.195:4022/rtp/233.50.201.85:5140
民生资讯浙江,http://125.121.239.195:4022/rtp/233.50.201.86:5140
山东电信,#genre#
CCTV-01山东,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV-02山东,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8
CCTV-03山东,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8
CCTV-04山东,http://58.57.21.166:9901/tsfile/live/0004_1.m3u8
CCTV-05山东,http://58.57.21.166:9901/tsfile/live/0005_1.m3u8
CCTV-5+山东,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8
CCTV-06山东,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8
CCTV-07山东,http://58.57.21.166:9901/tsfile/live/0007_1.m3u8
CCTV-08山东,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8
CCTV-09山东,http://58.57.21.166:9901/tsfile/live/0009_1.m3u8
CCTV-10山东,http://58.57.21.166:9901/tsfile/live/0010_1.m3u8
CCTV-11山东,http://58.57.21.166:9901/tsfile/live/0011_1.m3u8
CCTV-12山东,http://58.57.21.166:9901/tsfile/live/0012_1.m3u8
CCTV-13山东,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8
CCTV-14山东,http://58.57.21.166:9901/tsfile/live/0014_1.m3u8
CCTV-15山东,http://58.57.21.166:9901/tsfile/live/0015_1.m3u8
CCTV-17山东,http://58.57.21.166:9901/tsfile/live/0019_1.m3u8
山东影视山东,http://58.57.21.166:9901/tsfile/live/1004_1.m3u8
山东卫视山东,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8
北京卫视山东,http://58.57.21.166:9901/tsfile/live/0122_1.m3u8
东方卫视山东,http://58.57.21.166:9901/tsfile/live/0107_1.m3u8
